farmer_age,land_size_acres,annual_farm_income,loan_amount,crop_type,irrigation_type,existing_loans,credit_score
48,6.89,775904,188609,Wheat,Rainfed,2,445
49,6.27,204984,216625,Cotton,Borewell,2,549
29,4.45,732654,203275,Cotton,Borewell,0,683
58,4.11,297395,437258,Rice,Canal,1,767
26,4.14,764779,430491,Rice,Canal,2,810
39,6.1,694670,497248,Maize,Canal,2,793
64,6.65,406070,383268,Rice,Canal,1,814
31,4.79,216538,274916,Sugarcane,Borewell,2,663
22,9.7,233117,415250,Sugarcane,Borewell,1,698
64,1.3,399086,87659,Rice,Rainfed,1,419
64,3.8,855580,423208,Sugarcane,Rainfed,1,354
29,4.48,718685,376187,Cotton,Canal,0,369
41,0.66,275905,315669,Rice,Borewell,2,793
44,3.97,642894,316921,Cotton,Canal,0,655
54,3.1,334062,250797,Cotton,Canal,1,767
42,5.31,167060,226863,Sugarcane,Canal,2,587
23,3.7,201292,138853,Maize,Canal,2,536
32,7.4,844918,301897,Cotton,Canal,0,517
48,5.34,161104,310133,Sugarcane,Borewell,0,827
50,1.73,122634,212573,Maize,Rainfed,2,569
46,7.63,840570,175409,Sugarcane,Canal,0,617
41,1.44,868041,115258,Sugarcane,Borewell,0,563
48,8.47,389432,433086,Rice,Canal,1,643
46,9.35,325600,126185,Wheat,Borewell,2,776
53,3.56,154253,73719,Maize,Rainfed,1,820
41,9.3,147005,424325,Sugarcane,Rainfed,1,341
55,8.03,892871,179420,Cotton,Borewell,2,317
54,9.26,431968,116686,Cotton,Canal,2,509
61,6.83,459846,260909,Wheat,Rainfed,1,731
38,2.74,344673,209506,Maize,Canal,2,629
31,9.0,566790,283513,Rice,Canal,1,575
43,2.25,662086,70520,Maize,Borewell,1,721
42,2.52,573928,369025,Cotton,Canal,0,447
37,3.08,804661,444726,Cotton,Borewell,1,349
25,3.39,699555,340690,Rice,Borewell,2,432
64,5.39,517110,326126,Rice,Borewell,1,404
31,7.28,123846,119451,Cotton,Rainfed,1,591
50,9.3,183571,69636,Sugarcane,Canal,2,531
35,1.34,244908,279292,Sugarcane,Borewell,2,400
47,9.57,686442,307701,Rice,Borewell,0,558
55,9.25,302248,239159,Sugarcane,Canal,2,591
53,1.01,249447,192029,Rice,Rainfed,1,411
40,3.92,888660,348850,Maize,Borewell,2,344
36,8.22,652336,167199,Maize,Borewell,2,782
54,6.31,147386,411521,Maize,Borewell,0,456
22,7.9,808696,112871,Rice,Borewell,1,524
55,7.33,749082,180448,Rice,Canal,0,372
60,5.22,267863,111737,Sugarcane,Borewell,0,471
48,0.89,197481,281568,Sugarcane,Rainfed,1,719
59,6.05,554789,90975,Sugarcane,Canal,2,713
26,0.96,422043,409508,Wheat,Rainfed,1,535
29,6.24,734505,155687,Rice,Canal,0,538
40,8.1,364985,471345,Maize,Canal,0,679
21,6.06,193247,87939,Maize,Canal,1,756
28,9.97,230295,377203,Wheat,Rainfed,0,815
43,4.83,501189,58298,Wheat,Rainfed,2,503
23,7.61,693933,169002,Maize,Borewell,2,718
24,6.84,512435,245494,Rice,Rainfed,1,383
45,9.92,412290,56480,Maize,Borewell,1,513
58,7.28,856134,292034,Maize,Canal,2,690
35,2.06,517084,380537,Wheat,Borewell,1,658
41,9.58,426438,54349,Wheat,Rainfed,2,672
55,6.84,518649,116964,Sugarcane,Canal,2,357
34,1.06,666900,89491,Wheat,Canal,2,736
56,6.75,531038,437032,Maize,Borewell,2,817
32,8.89,678408,227850,Sugarcane,Borewell,1,385
37,5.98,816364,400843,Maize,Rainfed,2,447
59,3.86,141294,208749,Rice,Canal,2,774
29,8.3,204300,146440,Rice,Borewell,0,434
55,7.93,321168,309360,Wheat,Canal,0,417
33,5.67,779784,393398,Sugarcane,Rainfed,0,835
35,1.97,160615,130345,Cotton,Canal,0,678
38,2.88,146863,194344,Rice,Borewell,1,563
53,7.52,887859,192900,Rice,Rainfed,0,622
26,8.16,149469,94431,Rice,Rainfed,0,310
47,3.15,747389,451072,Rice,Canal,0,562
43,4.0,638726,61223,Wheat,Borewell,1,323
47,1.24,798544,351557,Sugarcane,Canal,2,440
54,7.28,471590,106822,Rice,Canal,0,753
58,0.53,756901,85689,Wheat,Canal,2,530
34,0.94,601156,499612,Sugarcane,Borewell,0,415
56,0.54,237456,324781,Sugarcane,Canal,1,579
28,6.63,286247,227606,Cotton,Canal,1,849
55,4.47,708160,386182,Maize,Rainfed,1,498
39,3.33,676496,327410,Rice,Rainfed,2,582
50,9.17,303517,98068,Wheat,Rainfed,1,585
34,2.33,171998,411769,Sugarcane,Borewell,2,427
40,4.2,439138,225428,Cotton,Canal,1,506
45,9.43,888071,398439,Maize,Canal,0,557
60,4.56,303535,196118,Sugarcane,Rainfed,0,810
44,5.77,179895,438213,Sugarcane,Canal,0,363
34,1.26,152894,75270,Rice,Borewell,0,440
46,8.01,666278,169693,Maize,Canal,2,406
58,4.52,555796,126342,Maize,Rainfed,1,512
43,8.1,193230,287838,Wheat,Borewell,2,315
42,2.91,680375,432468,Cotton,Canal,2,687
39,4.51,289271,87988,Wheat,Canal,0,557
23,7.97,414331,174291,Cotton,Canal,1,413
62,9.75,583130,309357,Wheat,Borewell,2,837
39,1.07,892169,364323,Cotton,Canal,2,337
29,8.22,827647,85892,Rice,Rainfed,2,324
48,3.36,425924,166441,Cotton,Rainfed,2,351
40,5.73,224794,472728,Wheat,Rainfed,1,390
27,3.26,601276,240237,Maize,Rainfed,0,437
34,6.33,884227,418634,Sugarcane,Borewell,0,508
29,3.86,202158,186171,Cotton,Rainfed,2,360
39,3.67,645708,365631,Cotton,Rainfed,1,410
34,0.86,822800,145847,Maize,Rainfed,1,557
58,1.9,841236,255160,Rice,Borewell,2,434
56,9.21,164310,140845,Wheat,Borewell,1,359
60,9.98,356896,362147,Rice,Canal,2,488
37,7.91,688241,296619,Cotton,Rainfed,0,635
50,3.22,387131,423436,Cotton,Canal,0,326
29,4.32,866958,379030,Rice,Borewell,0,300
53,7.53,820877,258884,Wheat,Canal,2,385
45,9.7,676744,61739,Cotton,Borewell,2,379
34,4.83,763051,398982,Cotton,Canal,0,847
31,8.38,813540,154034,Rice,Rainfed,2,763
55,9.76,575453,324528,Sugarcane,Borewell,1,707
61,8.8,866204,214166,Maize,Borewell,0,700
34,2.66,205398,183192,Cotton,Borewell,1,766
50,0.58,324278,444209,Wheat,Rainfed,1,474
61,5.17,761471,137295,Sugarcane,Rainfed,2,358
24,5.55,471926,330294,Rice,Borewell,2,705
24,2.41,673969,376825,Rice,Borewell,0,786
48,3.2,449537,309041,Wheat,Rainfed,2,582
28,7.77,822583,357532,Sugarcane,Rainfed,2,755
22,4.97,216123,426226,Wheat,Rainfed,1,521
61,3.51,211354,363260,Cotton,Rainfed,2,826
42,6.41,574048,236825,Sugarcane,Rainfed,0,484
61,6.7,276319,413229,Maize,Rainfed,2,340
36,7.81,480952,483003,Maize,Canal,0,728
49,1.99,618987,85673,Wheat,Rainfed,1,549
50,7.54,335148,189362,Maize,Rainfed,1,784
32,6.19,342445,110123,Wheat,Borewell,1,529
55,1.05,390628,294636,Cotton,Borewell,0,303
31,7.89,281754,328771,Cotton,Canal,1,748
41,4.14,623362,123474,Wheat,Rainfed,1,810
41,3.64,714747,239916,Cotton,Borewell,2,816
25,4.76,247162,112904,Maize,Borewell,0,345
40,3.79,555235,245777,Cotton,Canal,1,630
57,3.71,463600,153798,Maize,Rainfed,2,425
23,8.18,797298,118245,Maize,Borewell,2,436
64,1.68,699178,208701,Rice,Rainfed,1,488
53,9.72,657607,423102,Cotton,Canal,0,442
29,5.77,630699,426817,Cotton,Canal,1,725
29,2.24,489841,356330,Wheat,Rainfed,2,477
24,1.75,246193,441666,Wheat,Canal,0,649
55,6.12,187696,270693,Sugarcane,Borewell,2,776
37,6.51,438629,96537,Maize,Canal,1,734
54,1.0,242359,342976,Rice,Canal,0,525
44,2.81,837653,73472,Maize,Rainfed,1,577
52,8.06,257293,229922,Cotton,Borewell,1,393
21,0.97,145294,165735,Sugarcane,Rainfed,1,629
28,8.62,261110,136298,Maize,Rainfed,2,749
43,6.75,636973,59507,Sugarcane,Rainfed,0,777
60,4.63,829009,256186,Maize,Canal,0,449
32,3.79,128255,105696,Cotton,Canal,2,809
32,0.68,843595,106373,Cotton,Rainfed,0,646
35,8.34,753717,65979,Maize,Canal,0,576
61,1.86,731752,458265,Rice,Canal,1,330
39,3.44,561385,371225,Cotton,Rainfed,1,676
46,5.91,513588,74997,Wheat,Borewell,2,337
49,2.84,566395,237216,Rice,Borewell,0,655
42,5.22,232848,484046,Maize,Canal,2,566
60,8.19,825443,262441,Rice,Borewell,2,589
41,4.97,668143,135721,Wheat,Borewell,2,528
58,9.52,154758,71746,Cotton,Canal,2,319
40,8.55,369416,268465,Cotton,Borewell,1,362
49,3.66,381272,321747,Cotton,Canal,2,791
24,4.3,749382,389121,Wheat,Rainfed,0,469
27,4.52,364951,54570,Rice,Borewell,1,312
48,6.45,180112,213388,Maize,Rainfed,1,688
48,3.22,513931,101604,Maize,Rainfed,2,647
24,9.71,785197,68467,Rice,Canal,1,656
42,6.28,563915,308405,Cotton,Borewell,1,470
32,4.29,199486,390525,Maize,Borewell,1,497
23,6.63,717816,487854,Cotton,Borewell,1,468
42,4.26,300875,431995,Sugarcane,Borewell,1,456
64,8.27,219354,470159,Sugarcane,Canal,1,623
22,5.89,854253,251441,Maize,Rainfed,0,509
44,0.9,637948,286177,Rice,Borewell,1,495
54,2.18,133369,310567,Rice,Borewell,1,569
47,8.72,180428,53340,Rice,Canal,2,361
61,5.85,780404,355676,Cotton,Borewell,1,797
21,9.53,185123,258920,Sugarcane,Borewell,1,416
28,1.19,632960,283220,Cotton,Rainfed,2,712
43,3.3,258333,247247,Wheat,Borewell,0,600
58,2.34,884510,239990,Wheat,Borewell,0,626
26,5.76,400208,94188,Maize,Rainfed,1,839
42,4.14,320130,65211,Wheat,Borewell,0,614
45,1.99,483169,325640,Rice,Rainfed,0,821
38,6.61,550805,406525,Maize,Canal,0,576
37,5.59,483011,238320,Sugarcane,Rainfed,0,303
32,3.11,134559,276697,Sugarcane,Rainfed,1,480
26,5.06,612461,484361,Wheat,Borewell,1,384
46,7.58,399116,415848,Wheat,Borewell,2,785
47,2.45,161530,79672,Sugarcane,Borewell,1,836
28,3.28,850433,131481,Wheat,Borewell,1,831
39,3.79,767585,255327,Wheat,Rainfed,0,498
62,7.59,318250,217099,Cotton,Canal,0,395
21,8.55,383509,479467,Sugarcane,Borewell,1,395
49,4.08,356932,462619,Sugarcane,Rainfed,1,388
55,3.32,578760,289135,Wheat,Canal,0,817
60,8.95,738644,337294,Rice,Canal,1,809
34,9.99,703184,125762,Cotton,Canal,1,823
55,6.87,481483,228012,Rice,Rainfed,0,327
40,9.9,531217,362620,Wheat,Borewell,0,574
33,6.77,502907,414852,Sugarcane,Rainfed,2,764
58,7.47,530676,288780,Rice,Borewell,1,398
28,4.19,340595,346346,Maize,Canal,0,752
63,4.61,705933,320873,Rice,Canal,0,591
40,1.87,189551,73938,Sugarcane,Rainfed,1,600
53,8.32,319570,284329,Wheat,Canal,1,841
46,9.35,386984,125302,Rice,Rainfed,0,473
59,6.42,563280,386064,Wheat,Borewell,1,485
41,3.76,730357,75762,Cotton,Canal,2,329
62,1.96,692393,209796,Maize,Borewell,0,550
63,3.02,125699,140586,Sugarcane,Canal,0,739
61,2.93,639657,70653,Sugarcane,Borewell,1,512
29,6.33,538135,194579,Wheat,Canal,0,643
44,9.48,833896,385058,Maize,Borewell,1,336
57,0.96,539724,223845,Sugarcane,Canal,2,645
61,0.51,479950,423435,Rice,Rainfed,2,793
37,6.2,538494,85205,Sugarcane,Borewell,2,396
44,3.2,264670,323715,Rice,Borewell,0,835
41,8.87,580650,218392,Sugarcane,Rainfed,2,624
59,3.61,339547,166042,Rice,Rainfed,1,643
61,3.25,770761,98853,Cotton,Rainfed,1,385
59,3.06,275846,211262,Wheat,Canal,2,460
33,1.88,827744,168088,Cotton,Rainfed,2,316
31,6.02,384966,139116,Rice,Canal,1,543
39,2.1,734873,479738,Wheat,Canal,2,517
31,4.53,207420,94489,Maize,Rainfed,2,305
33,4.88,395196,310513,Rice,Rainfed,2,680
21,0.69,203574,182909,Sugarcane,Canal,1,534
60,0.66,774459,365907,Sugarcane,Borewell,1,683
64,5.44,351224,132945,Maize,Borewell,2,423
39,7.11,764167,106964,Cotton,Rainfed,1,359
32,9.45,526485,180349,Rice,Borewell,2,800
28,2.2,581793,106398,Sugarcane,Canal,2,309
28,1.48,189915,394741,Wheat,Borewell,2,827
32,0.99,389805,406666,Maize,Canal,0,725
53,4.64,315619,103198,Cotton,Rainfed,0,446
46,6.42,454647,397885,Cotton,Rainfed,2,756
59,8.49,739694,478359,Wheat,Borewell,0,304
48,6.99,835974,99427,Wheat,Rainfed,2,798
25,2.48,897331,187931,Maize,Rainfed,0,804
28,4.89,361575,357651,Wheat,Canal,2,586
45,9.15,856570,477572,Sugarcane,Canal,0,506
47,3.6,788891,398645,Cotton,Canal,1,849
43,5.24,381697,112570,Wheat,Canal,1,555
50,9.61,514048,456070,Rice,Rainfed,0,318
43,7.48,560194,214085,Wheat,Canal,2,462
40,7.6,596157,343798,Cotton,Canal,0,474
38,2.9,785545,288456,Sugarcane,Canal,0,542
38,4.44,254564,289779,Wheat,Borewell,1,816
22,1.28,309310,439049,Sugarcane,Canal,1,402
24,6.26,703147,204126,Rice,Rainfed,1,545
50,1.49,316896,385872,Cotton,Rainfed,0,447
53,8.44,291656,110254,Maize,Canal,1,832
56,8.24,121076,226278,Cotton,Borewell,1,475
38,5.57,758156,479235,Maize,Borewell,1,718
57,1.84,285211,328425,Maize,Borewell,2,412
39,0.74,841970,318007,Cotton,Borewell,2,467
48,8.07,288774,364347,Maize,Canal,0,832
60,6.2,802895,348683,Sugarcane,Canal,1,379
40,7.25,742631,311137,Rice,Rainfed,0,527
53,3.39,279270,260144,Wheat,Rainfed,0,336
32,5.34,497014,485304,Maize,Borewell,1,626
35,7.6,637855,374582,Maize,Borewell,0,451
61,4.89,834473,66077,Cotton,Rainfed,1,477
59,6.21,485944,468489,Sugarcane,Rainfed,1,481
22,8.0,308912,436112,Wheat,Borewell,2,767
49,2.54,767764,81052,Maize,Rainfed,0,408
61,1.13,417420,380099,Sugarcane,Borewell,0,455
30,5.55,590770,194590,Wheat,Canal,1,559
22,1.09,181913,188468,Cotton,Borewell,2,695
31,7.78,455752,134548,Maize,Canal,2,559
33,7.33,657636,221149,Cotton,Canal,0,570
30,8.88,789312,61981,Cotton,Canal,2,711
34,6.58,758657,148989,Maize,Rainfed,0,336
38,1.14,120318,118292,Sugarcane,Rainfed,0,692
29,2.9,459498,376986,Sugarcane,Borewell,2,523
59,8.18,408155,448239,Cotton,Canal,1,494
48,2.09,400931,273026,Cotton,Borewell,0,666
23,7.14,494430,333363,Rice,Canal,0,377
40,7.91,809415,423006,Wheat,Canal,0,836
26,3.64,484449,460310,Cotton,Borewell,0,837
47,3.56,895654,87853,Cotton,Borewell,2,607
22,5.8,390896,186718,Wheat,Borewell,2,671
49,8.68,842271,235117,Maize,Borewell,2,684
58,2.63,310922,227997,Sugarcane,Rainfed,2,413
23,9.44,492526,224999,Maize,Canal,0,576
36,6.19,218328,193063,Wheat,Canal,1,761
50,9.93,792898,462194,Wheat,Rainfed,1,371
60,1.35,644204,85723,Rice,Canal,2,708
22,1.7,201119,205859,Rice,Rainfed,0,829
37,8.35,403635,403837,Sugarcane,Canal,2,314
61,8.72,747298,426189,Cotton,Rainfed,1,341
32,4.73,821791,492308,Wheat,Rainfed,2,319
55,7.28,248801,356935,Rice,Canal,0,315
63,8.74,838835,125171,Maize,Canal,0,392
21,0.91,400684,458148,Rice,Canal,0,380
35,5.95,322587,349055,Maize,Borewell,2,377
46,8.61,127943,435602,Rice,Canal,1,797
57,4.28,765018,418092,Maize,Canal,0,794
41,3.37,391055,413445,Rice,Canal,1,325
51,8.06,874769,415656,Rice,Borewell,1,755
45,3.69,445144,453162,Sugarcane,Canal,2,376
43,0.53,713593,397043,Cotton,Rainfed,2,613
44,9.62,122479,195459,Wheat,Rainfed,1,651
58,6.13,654400,361717,Cotton,Borewell,0,500
48,8.29,491719,165298,Sugarcane,Borewell,0,602
41,8.34,837972,91405,Maize,Borewell,2,626
63,1.13,590113,59152,Cotton,Borewell,0,422
38,2.12,627607,279506,Wheat,Borewell,1,477
56,3.46,876836,478631,Wheat,Canal,0,601
55,3.55,691097,422719,Maize,Rainfed,2,307
29,6.76,380462,294085,Wheat,Rainfed,1,301
58,6.42,152205,425334,Sugarcane,Canal,1,445
50,5.2,603321,154977,Cotton,Borewell,0,847
64,2.51,847964,475064,Wheat,Canal,0,781
54,4.13,287170,486610,Cotton,Borewell,1,341
52,5.66,230947,250337,Rice,Rainfed,2,657
23,4.95,641631,81455,Cotton,Rainfed,2,520
23,1.71,535290,276420,Maize,Borewell,0,348
48,6.67,770489,378704,Sugarcane,Canal,2,659
64,1.19,760846,403908,Wheat,Borewell,1,753
35,4.09,883001,197993,Sugarcane,Borewell,2,327
61,7.25,877655,475395,Cotton,Rainfed,1,392
43,0.69,216320,152895,Wheat,Borewell,0,516
60,5.91,524781,233307,Sugarcane,Canal,2,783
31,3.68,734524,213109,Maize,Borewell,1,838
52,0.58,882167,83275,Rice,Rainfed,0,397
56,2.31,184702,348836,Rice,Canal,1,607
53,9.44,331945,321016,Maize,Canal,2,717
44,5.45,262184,101764,Rice,Rainfed,1,599
59,9.97,199297,169564,Maize,Rainfed,0,653
54,5.49,522101,140871,Cotton,Borewell,0,409
48,5.67,257011,136143,Maize,Rainfed,2,826
57,4.22,293021,495515,Rice,Rainfed,0,803
27,3.45,778206,440412,Cotton,Rainfed,2,401
24,2.89,192353,216033,Maize,Rainfed,0,483
57,3.76,127430,74466,Maize,Canal,2,518
21,4.87,277400,458978,Cotton,Canal,0,428
21,2.32,262223,200002,Wheat,Canal,2,619
40,2.64,278691,235285,Rice,Rainfed,1,781
39,3.08,768794,382335,Wheat,Borewell,1,547
49,4.77,278736,231446,Cotton,Borewell,2,367
30,6.7,257852,237974,Cotton,Borewell,0,569
38,8.63,319939,120555,Sugarcane,Borewell,0,391
48,3.23,148604,151878,Sugarcane,Canal,2,794
55,2.25,751673,367019,Cotton,Borewell,0,828
63,4.1,662050,482530,Sugarcane,Canal,2,691
51,9.0,501416,233247,Maize,Borewell,1,813
47,0.59,274837,266272,Wheat,Borewell,2,739
31,6.94,314798,492194,Cotton,Canal,0,738
58,5.03,812403,394604,Maize,Canal,0,496
25,2.03,862818,96255,Rice,Borewell,2,654
28,3.55,785916,361806,Rice,Rainfed,2,513
54,2.64,234919,400226,Sugarcane,Borewell,2,406
32,8.84,250731,130366,Sugarcane,Borewell,2,507
58,5.08,654292,269694,Maize,Borewell,1,308
21,5.85,310028,99496,Rice,Canal,0,441
51,6.14,271882,415627,Cotton,Borewell,0,833
24,6.58,575216,359935,Wheat,Rainfed,2,711
25,5.21,852084,238307,Sugarcane,Borewell,2,393
50,0.67,644535,351284,Maize,Rainfed,2,641
44,3.68,690283,422009,Sugarcane,Rainfed,1,587
23,2.25,854707,213148,Maize,Rainfed,1,566
31,6.96,320349,487998,Rice,Borewell,2,831
24,1.04,706257,158875,Sugarcane,Canal,0,524
46,5.86,411196,101632,Maize,Canal,1,468
47,2.5,431358,334347,Maize,Borewell,0,622
63,9.51,369983,405536,Sugarcane,Borewell,1,394
47,3.69,285391,424170,Wheat,Rainfed,2,661
62,3.59,585058,95642,Cotton,Borewell,2,763
26,9.27,319613,438790,Rice,Canal,0,810
35,4.46,188858,433574,Sugarcane,Borewell,2,566
50,9.65,160765,321630,Sugarcane,Borewell,0,625
62,0.73,538086,241667,Wheat,Borewell,2,432
57,3.41,787826,213230,Rice,Rainfed,2,661
57,6.83,432178,302660,Sugarcane,Borewell,0,648
62,8.96,415305,326825,Wheat,Borewell,2,846
57,2.94,581491,104790,Cotton,Borewell,1,567
55,9.34,311883,367196,Maize,Canal,2,343
43,6.14,877831,389381,Cotton,Rainfed,0,577
26,8.11,173565,327516,Cotton,Rainfed,2,438
24,4.27,501522,76611,Cotton,Canal,1,610
38,2.52,828986,317667,Cotton,Rainfed,2,536
29,9.16,320839,357937,Maize,Canal,2,565
49,9.36,344876,201305,Rice,Rainfed,1,469
33,5.23,580153,166465,Rice,Rainfed,2,515
37,0.56,652374,206027,Wheat,Rainfed,2,416
52,1.54,579281,250371,Wheat,Borewell,0,537
42,5.94,553995,359668,Sugarcane,Rainfed,0,555
24,0.73,798822,292867,Cotton,Borewell,0,733
25,4.27,298841,354765,Cotton,Borewell,0,715
57,3.38,238409,266050,Maize,Borewell,1,387
61,7.29,636482,141418,Cotton,Canal,0,533
33,1.03,831238,249073,Maize,Rainfed,0,829
54,5.14,792316,251059,Sugarcane,Rainfed,2,410
42,6.0,464707,393741,Wheat,Rainfed,1,537
43,6.36,495356,312159,Wheat,Borewell,1,663
23,4.35,599207,316554,Sugarcane,Rainfed,0,708
62,3.39,898119,68964,Sugarcane,Borewell,2,586
54,6.98,225317,120671,Cotton,Borewell,1,517
52,8.55,883148,164128,Wheat,Borewell,1,702
41,7.09,689890,309534,Rice,Borewell,0,521
64,9.35,780965,385628,Sugarcane,Rainfed,0,644
41,7.31,268010,298352,Wheat,Borewell,0,783
64,7.76,756643,189674,Wheat,Canal,2,412
31,2.1,572718,176003,Maize,Canal,0,317
59,4.49,294606,319376,Wheat,Canal,1,751
24,5.11,135009,238317,Sugarcane,Borewell,1,518
21,2.93,672473,427750,Cotton,Rainfed,0,460
48,5.52,866415,491166,Wheat,Rainfed,1,369
44,3.26,468632,251443,Rice,Borewell,2,306
55,7.03,166642,141602,Sugarcane,Borewell,0,300
33,4.97,653473,340525,Cotton,Borewell,1,398
54,4.86,708654,413791,Cotton,Canal,1,614
31,9.84,533059,167174,Sugarcane,Borewell,0,333
56,4.23,305333,388449,Cotton,Borewell,1,525
37,3.94,267511,368169,Rice,Rainfed,1,778
55,3.53,718673,394336,Wheat,Rainfed,0,790
38,9.0,870524,234778,Sugarcane,Canal,2,522
60,5.22,341443,50819,Wheat,Canal,1,819
42,6.2,190272,216455,Wheat,Canal,2,542
44,2.22,286449,121605,Cotton,Canal,2,387
39,5.64,648197,317784,Sugarcane,Borewell,2,779
57,3.11,265939,109888,Wheat,Borewell,2,608
59,7.44,840045,414432,Maize,Canal,2,839
41,8.41,465625,112244,Rice,Canal,1,767
28,7.29,178527,254309,Cotton,Rainfed,1,441
48,7.44,790729,300951,Sugarcane,Rainfed,2,389
25,5.37,884497,305842,Sugarcane,Rainfed,0,612
37,7.27,130856,249647,Cotton,Canal,2,479
57,4.52,257867,235159,Wheat,Rainfed,0,848
56,6.69,345993,344059,Cotton,Canal,1,301
39,2.96,806423,93642,Sugarcane,Borewell,0,333
47,1.16,312023,165290,Maize,Canal,1,613
54,4.43,551476,294447,Wheat,Borewell,0,525
31,4.89,627314,237683,Cotton,Borewell,2,663
32,2.94,523365,422577,Sugarcane,Canal,1,806
41,7.41,474349,442158,Sugarcane,Rainfed,0,415
31,1.2,801688,490105,Sugarcane,Canal,2,413
59,2.62,371958,292030,Maize,Rainfed,0,841
48,7.61,878861,353359,Wheat,Borewell,0,778
25,4.65,189098,303452,Cotton,Borewell,0,406
37,7.2,760670,314631,Wheat,Borewell,1,614
40,5.89,612558,149662,Sugarcane,Borewell,1,451
61,9.53,838925,111045,Maize,Canal,2,459
32,6.18,511755,404738,Maize,Borewell,0,374
26,0.64,255442,165377,Sugarcane,Rainfed,0,648
37,3.85,799405,274716,Wheat,Rainfed,1,486
39,1.86,731524,255107,Wheat,Borewell,1,638
46,9.28,483895,109040,Maize,Canal,0,688
64,1.49,504062,151470,Rice,Borewell,0,793
64,4.18,565800,402664,Maize,Borewell,0,468
52,2.65,635020,373439,Maize,Rainfed,1,352
26,8.54,692959,50825,Cotton,Canal,0,556
56,3.43,528542,182263,Maize,Canal,0,521
58,9.92,485677,486310,Rice,Rainfed,1,345
31,0.87,843137,443125,Maize,Rainfed,1,559
53,1.72,281711,244562,Wheat,Rainfed,1,314
44,2.63,705162,498015,Cotton,Canal,1,311
43,8.21,552982,351697,Cotton,Rainfed,0,300
35,8.85,796638,307046,Maize,Rainfed,1,376
47,1.18,490603,406449,Cotton,Rainfed,1,841
31,0.81,585196,56813,Cotton,Borewell,0,349
37,7.57,843911,76350,Maize,Canal,2,305
34,1.77,593655,268633,Rice,Canal,0,374
47,1.76,290655,472208,Maize,Borewell,0,645
38,0.71,190400,263525,Wheat,Canal,0,632
48,0.97,653964,290435,Sugarcane,Rainfed,0,573
24,3.0,386378,269502,Rice,Borewell,0,809
27,1.12,534556,215047,Maize,Rainfed,0,567
55,4.0,756739,468208,Rice,Rainfed,0,779
29,8.41,259598,224808,Sugarcane,Rainfed,2,607
28,3.6,585594,182309,Cotton,Rainfed,0,521
37,7.41,416770,54943,Cotton,Canal,0,577
37,1.39,121207,234989,Sugarcane,Borewell,0,657
53,6.76,202844,180257,Cotton,Borewell,0,617
52,3.51,575636,142055,Rice,Rainfed,0,341
28,7.62,172097,142292,Cotton,Borewell,2,366
39,1.79,240069,464436,Sugarcane,Borewell,1,491
58,9.03,518645,491014,Sugarcane,Rainfed,1,442
23,2.8,755536,78694,Sugarcane,Rainfed,0,453
25,3.85,721601,209322,Wheat,Canal,2,393
33,9.53,486393,260550,Rice,Canal,2,496
51,6.0,160459,476443,Sugarcane,Rainfed,2,677
36,3.97,591300,128305,Rice,Canal,1,682
52,9.52,625193,234992,Wheat,Canal,1,833
42,3.63,484475,60447,Rice,Borewell,2,788
49,1.4,361832,301740,Maize,Rainfed,1,461
42,9.97,313171,124045,Wheat,Borewell,1,765
63,3.04,222599,335009,Wheat,Borewell,0,697
23,8.59,872951,367594,Cotton,Rainfed,0,577
30,2.07,722693,66134,Sugarcane,Borewell,0,771
62,7.45,733687,304819,Wheat,Canal,2,440
41,5.48,517877,102378,Rice,Canal,0,546
36,9.82,626250,459417,Maize,Canal,2,469
32,5.75,426946,156889,Rice,Canal,0,518
22,0.74,400926,462152,Rice,Canal,2,333
61,6.24,252970,259866,Maize,Borewell,1,584
44,1.88,591671,242824,Cotton,Rainfed,2,709
55,8.09,291140,246381,Sugarcane,Borewell,1,706
50,8.64,712251,202834,Wheat,Borewell,0,335
50,5.08,613145,315372,Sugarcane,Canal,1,673
55,7.94,203956,109405,Cotton,Canal,1,564
39,1.88,834014,164764,Maize,Borewell,0,597
28,5.17,680411,381090,Sugarcane,Borewell,2,306
46,4.24,438342,181480,Rice,Rainfed,2,322
60,6.31,363429,168780,Wheat,Rainfed,2,715
27,0.92,435016,97497,Wheat,Rainfed,0,834
50,7.65,124902,311966,Cotton,Rainfed,2,571
27,1.25,277922,101419,Cotton,Rainfed,1,368
23,6.74,168554,239159,Maize,Canal,0,312
21,0.68,818394,169216,Cotton,Rainfed,2,565
56,8.4,840203,437877,Sugarcane,Borewell,1,557
45,2.16,259352,432406,Wheat,Canal,1,574
57,5.4,361372,186845,Maize,Borewell,2,396
21,2.98,822174,496202,Cotton,Canal,0,327
35,7.37,701753,414445,Rice,Canal,1,713
57,3.55,813089,448833,Wheat,Rainfed,1,403
33,7.38,152800,430544,Maize,Borewell,1,341
60,3.21,878362,184979,Wheat,Rainfed,1,590
28,7.65,849783,325985,Sugarcane,Borewell,2,820
25,0.79,217143,403010,Cotton,Borewell,0,338
29,3.19,762817,493043,Cotton,Rainfed,1,739
21,5.24,348749,235151,Cotton,Rainfed,1,337
56,0.93,882380,260015,Rice,Canal,1,408
55,2.27,198871,491307,Sugarcane,Canal,0,729
22,9.38,453857,104501,Rice,Canal,1,720
60,9.78,423350,111855,Sugarcane,Borewell,0,645
